"Device ID:-ESP098990, FileName:-1162019-07-23_15H35M13S.csv, Load:-116"
TimeElapsed,Value
1:31:52,2.628
1:31:56,2.631
1:32:0,2.631
1:32:4,2.631
1:32:8,2.631
1:32:12,2.631
1:32:16,2.631
1:32:20,2.628
1:32:24,2.628
1:32:28,2.628
1:32:32,2.628
1:32:36,2.628
1:32:40,2.628
1:32:44,2.628
1:32:48,2.628
1:32:52,2.628
1:32:56,2.628
1:33:0,2.628
1:33:4,2.628
1:33:8,2.628
1:33:12,2.628
1:33:16,2.628
1:33:20,2.628
1:33:24,2.628
1:33:28,2.628
1:33:32,2.628
1:33:36,2.628
1:33:40,2.628
1:33:44,2.628
1:33:48,2.628
1:33:52,2.628
1:33:56,2.628
1:34:0,2.628
1:34:4,2.628
1:34:8,2.628
1:34:12,2.628
1:34:16,2.628
1:34:20,2.628
1:34:24,2.628
1:34:28,2.628
1:34:32,2.628
1:34:36,2.628
1:34:40,2.628
1:34:44,2.628
1:34:48,2.628
1:34:52,2.628
1:34:56,2.628
1:35:0,2.628
1:35:4,2.628
1:35:8,2.628
1:35:12,2.628
1:35:16,2.628
1:35:20,2.628
1:35:24,2.628
1:35:28,2.628
1:35:32,2.628
1:35:36,2.628
1:35:40,2.628
1:35:44,2.628
1:35:48,2.628
1:35:52,2.628
1:35:56,2.628
1:36:0,2.628
1:36:4,2.628
1:36:8,2.628
1:36:12,2.628
1:36:16,2.628
1:36:20,2.628
1:36:24,2.628
1:36:28,2.628
1:36:32,2.628
1:36:36,2.628
1:36:40,2.625
1:36:44,2.628
1:36:48,2.625
1:36:52,2.628
1:36:56,2.628
1:37:0,2.628
1:37:4,2.628
1:37:8,2.628
1:37:12,2.628
1:37:16,2.628
1:37:20,2.628
1:37:24,2.628
1:37:28,2.628
1:37:32,2.628
1:37:36,2.628
1:37:40,2.625
1:37:44,2.625
1:37:48,2.625
1:37:52,2.625
1:37:56,2.625
1:38:0,2.625
1:38:4,2.625
1:38:8,2.625
1:38:12,2.625
1:38:16,2.625
1:38:20,2.625
1:38:24,2.625
1:38:28,2.625
1:38:32,2.625
1:38:36,2.625
1:38:40,2.625
1:38:44,2.625
1:38:48,2.625
1:38:52,2.625
1:38:56,2.625
1:39:0,2.625
1:39:4,2.625
1:39:8,2.625
1:39:12,2.625
1:39:16,2.625
1:39:20,2.622
1:39:24,2.625
1:39:28,2.625
1:39:32,2.625
1:39:36,2.622
1:39:40,2.622
1:39:44,2.625
1:39:48,2.625
1:39:52,2.625
1:39:56,2.625
1:40:0,2.625
1:40:4,2.625
1:40:8,2.625
1:40:12,2.625
1:40:16,2.625
1:40:20,2.625
1:40:24,2.625
1:40:28,2.625
1:40:32,2.622
1:40:36,2.625
1:40:40,2.622
1:40:44,2.625
1:40:48,2.622
1:40:52,2.625
1:40:56,2.625
1:41:0,2.625
1:41:4,2.625
1:41:8,2.625
1:41:12,2.622
1:41:16,2.622
1:41:20,2.625
1:41:24,2.622
1:41:28,2.625
1:41:32,2.625
1:41:36,2.622
1:41:40,2.625
1:41:44,2.622
1:41:48,2.622
1:41:52,2.625
1:41:56,2.622
1:42:0,2.622
1:42:4,2.622
1:42:8,2.622
1:42:12,2.622
1:42:16,2.622
1:42:20,2.625
1:42:24,2.622
1:42:28,2.622
1:42:32,2.625
1:42:36,2.622
1:42:40,2.622
1:42:44,2.622
1:42:48,2.622
1:42:52,2.622
1:42:56,2.622
1:43:0,2.622
1:43:4,2.622
1:43:8,2.622
1:43:12,2.622
1:43:16,2.622
1:43:20,2.622
1:43:24,2.622
1:43:28,2.622
1:43:32,2.622
1:43:36,2.622
1:43:40,2.622
1:43:44,2.622
1:43:48,2.622
1:43:52,2.622
1:43:56,2.622
1:44:0,2.619
1:44:4,2.622
1:44:8,2.622
1:44:12,2.622
1:44:16,2.622
1:44:20,2.622
1:44:24,2.622
1:44:28,2.622
1:44:32,2.622
1:44:36,2.622
1:44:40,2.622
1:44:44,2.622
1:44:48,2.622
1:44:52,2.622
1:44:56,2.622
1:45:0,2.622
1:45:4,2.622
1:45:8,2.622
1:45:12,2.622
1:45:16,2.622
1:45:20,2.622
1:45:24,2.622
1:45:28,2.622
1:45:32,2.622
1:45:36,2.622
1:45:40,2.622
1:45:44,2.622
1:45:48,2.622
1:45:52,2.622
1:45:56,2.622
1:46:0,2.622
1:46:4,2.622
1:46:8,2.622
1:46:12,2.622
1:46:16,2.622
1:46:20,2.622
1:46:24,2.622
1:46:28,2.622
1:46:32,2.622
1:46:36,2.622
1:46:40,2.622
1:46:44,2.622
1:46:48,2.622
1:46:52,2.622
1:46:56,2.622
1:47:0,2.622
1:47:4,2.622
1:47:8,2.622
1:47:12,2.619
1:47:16,2.622
1:47:20,2.622
1:47:24,2.622
1:47:28,2.622
1:47:32,2.622
1:47:36,2.622
1:47:40,2.622
1:47:44,2.622
1:47:48,2.622
1:47:52,2.622
1:47:56,2.622
1:48:0,2.619
1:48:4,2.622
1:48:8,2.622
1:48:12,2.619
1:48:16,2.622
1:48:20,2.622
1:48:24,2.622
1:48:28,2.622
1:48:32,2.619
1:48:36,2.622
1:48:40,2.622
1:48:44,2.622
1:48:48,2.622
1:48:52,2.622
1:48:56,2.622
1:49:0,2.619
1:49:4,2.622
1:49:8,2.622
1:49:12,2.622
1:49:16,2.622
1:49:20,2.622
1:49:24,2.622
1:49:28,2.622
1:49:32,2.622
1:49:36,2.622
1:49:40,2.622
1:49:44,2.622
1:49:48,2.622
1:49:52,2.622
1:49:56,2.622
1:50:0,2.622
1:50:4,2.622
1:50:8,2.619
1:50:12,2.622
1:50:16,2.619
1:50:20,2.622
1:50:24,2.619
1:50:28,2.622
1:50:32,2.619
1:50:36,2.619
1:50:40,2.619
1:50:44,2.619
1:50:48,2.619
1:50:52,2.619
1:50:56,2.619
1:51:0,2.619
1:51:4,2.619
1:51:8,2.619
1:51:12,2.619
1:51:16,2.619
1:51:20,2.619
1:51:24,2.619
1:51:28,2.619
1:51:32,2.619
1:51:36,2.619
1:51:40,2.622
1:51:44,2.619
1:51:48,2.619
1:51:52,2.619
1:51:56,2.619
1:52:0,2.619
1:52:4,2.619
1:52:8,2.619
1:52:12,2.619
1:52:16,2.619
1:52:20,2.619
1:52:24,2.619
1:52:28,2.619
1:52:32,2.619
1:52:36,2.619
1:52:40,2.619
1:52:44,2.619
1:52:48,2.619
1:52:52,2.619
1:52:56,2.616
1:53:0,2.619
1:53:4,2.619
1:53:8,2.619
1:53:12,2.619
1:53:16,2.619
1:53:20,2.619
1:53:24,2.619
1:53:28,2.619
1:53:32,2.619
1:53:36,2.619
1:53:40,2.619
1:53:44,2.619
1:53:48,2.619
1:53:52,2.616
1:53:56,2.619
1:54:0,2.619
1:54:4,2.619
1:54:8,2.619
1:54:12,2.619
1:54:16,2.619
1:54:20,2.616
1:54:24,2.619
1:54:28,2.619
1:54:32,2.619
1:54:36,2.619
1:54:40,2.619
1:54:44,2.619
1:54:48,2.619
1:54:52,2.619
1:54:56,2.619
1:55:0,2.619
1:55:4,2.619
1:55:8,2.619
1:55:12,2.616
1:55:16,2.619
1:55:20,2.619
1:55:24,2.619
1:55:28,2.619
1:55:32,2.619
1:55:36,2.619
1:55:40,2.619
1:55:44,2.619
1:55:48,2.619
1:55:52,2.619
1:55:56,2.619
1:56:0,2.616
1:56:4,2.619
1:56:8,2.619
1:56:12,2.616
1:56:16,2.619
1:56:20,2.619
1:56:24,2.619
1:56:28,2.619
1:56:32,2.616
1:56:36,2.619
1:56:40,2.619
1:56:44,2.619
1:56:48,2.619
1:56:52,2.616
1:56:56,2.619
1:57:0,2.619
1:57:4,2.619
1:57:8,2.619
1:57:12,2.616
1:57:16,2.616
1:57:20,2.616
1:57:24,2.616
1:57:28,2.616
1:57:32,2.616
1:57:36,2.616
1:57:40,2.616
1:57:44,2.616
1:57:48,2.616
1:57:52,2.616
1:57:56,2.616
1:58:0,2.616
1:58:4,2.616
1:58:8,2.616
1:58:12,2.616
1:58:16,2.616
1:58:20,2.616
1:58:24,2.616
1:58:28,2.616
1:58:32,2.616
1:58:36,2.616
1:58:40,2.616
1:58:44,2.616
1:58:48,2.616
1:58:52,2.616
1:58:56,2.616
1:59:0,2.616
1:59:4,2.616
1:59:8,2.616
1:59:12,2.616
1:59:16,2.616
1:59:20,2.616
1:59:24,2.616
1:59:28,2.616
1:59:32,2.616
1:59:36,2.616
1:59:40,2.616
1:59:44,2.616
1:59:48,2.616
1:59:52,2.616
1:59:56,2.616
2:0:0,2.616
2:0:4,2.616
2:0:8,2.616
2:0:12,2.616
2:0:16,2.616
2:0:20,2.616
2:0:24,2.616
2:0:28,2.616
2:0:32,2.616
2:0:36,2.616
2:0:40,2.616
2:0:44,2.616
2:0:48,2.616
2:0:52,2.616
2:0:56,2.616
2:1:0,2.616
2:1:4,2.616
2:1:8,2.616
2:1:12,2.616
2:1:16,2.616
2:1:20,2.613
2:1:24,2.616
2:1:28,2.613
2:1:32,2.616
2:1:36,2.616
2:1:40,2.616
2:1:44,2.616
2:1:48,2.613
2:1:52,2.616
2:1:56,2.616
2:2:0,2.616
2:2:4,2.616
2:2:8,2.613
2:2:12,2.616
2:2:16,2.616
2:2:20,2.616
2:2:24,2.616
2:2:28,2.616
2:2:32,2.616
2:2:36,2.616
2:2:40,2.613
2:2:44,2.616
2:2:48,2.616
2:2:52,2.616
2:2:56,2.616
2:3:0,2.616
2:3:4,2.616
2:3:8,2.613
2:3:12,2.616
2:3:16,2.616
2:3:20,2.616
2:3:24,2.616
2:3:28,2.616
2:3:32,2.616
2:3:36,2.616
2:3:40,2.616
2:3:44,2.613
2:3:48,2.613
2:3:52,2.616
2:3:56,2.616
2:4:0,2.616
2:4:4,2.616
2:4:8,2.613
2:4:12,2.616
2:4:16,2.613
2:4:20,2.616
2:4:24,2.613
2:4:28,2.616
2:4:32,2.616
2:4:36,2.616
2:4:40,2.613
2:4:44,2.613
2:4:48,2.616
2:4:52,2.616
2:4:56,2.613
2:5:0,2.616
2:5:4,2.613
2:5:8,2.616
2:5:12,2.613
2:5:16,2.613
2:5:20,2.613
2:5:24,2.61
2:5:28,2.616
2:5:32,2.613
2:5:36,2.613
2:5:40,2.613
2:5:44,2.613
2:5:48,2.613
2:5:52,2.613
2:5:56,2.613
2:6:0,2.613
2:6:4,2.613
2:6:8,2.613
2:6:12,2.613
2:6:16,2.61
2:6:20,2.61
2:6:24,2.61
2:6:28,2.607
2:6:32,2.616
2:6:36,2.613
2:6:40,2.613
2:6:44,2.61
2:6:48,2.616
2:6:52,2.61
2:6:56,2.613
2:7:0,2.607
2:7:4,2.61
2:7:8,2.61
2:7:12,2.61
2:7:16,2.613
2:7:20,2.61
2:7:24,2.607
2:7:28,2.613
2:7:32,2.61
2:7:36,2.607
2:7:40,2.613
2:7:44,2.61
2:7:48,2.61
2:7:52,2.61
2:7:56,2.61
2:8:0,2.607
2:8:4,2.607
2:8:8,2.61
2:8:12,2.607
2:8:16,2.61
2:8:20,2.61
2:8:24,2.607
2:8:28,2.613
2:8:32,2.607
2:8:36,2.607
2:8:40,2.61
2:8:44,2.607
2:8:48,2.61
2:8:52,2.607
2:8:56,2.61
2:9:0,2.607
2:9:4,2.607
2:9:8,2.607
2:9:12,2.607
2:9:16,2.607
2:9:20,2.607
2:9:24,2.607
2:9:28,2.607
2:9:32,2.607
2:9:36,2.607
2:9:40,2.607
2:9:44,2.607
2:9:48,2.607
2:9:52,2.607
2:9:56,2.607
2:10:0,2.607
2:10:4,2.607
2:10:8,2.607
2:10:12,2.607
2:10:16,2.607
2:10:20,2.607
2:10:24,2.607
2:10:28,2.607
2:10:32,2.607
2:10:36,2.607
2:10:40,2.607
2:10:44,2.607
2:10:48,2.607
2:10:52,2.607
2:10:56,2.607
2:11:0,2.607
2:11:4,2.607
2:11:8,2.607
2:11:12,2.607
2:11:16,2.607
2:11:20,2.607
2:11:24,2.607
2:11:28,2.607
2:11:32,2.607
2:11:36,2.607
2:11:40,2.607
2:11:44,2.607
2:11:48,2.607
2:11:52,2.607
2:11:56,2.607
2:12:0,2.607
2:12:4,2.607
2:12:8,2.607
2:12:12,2.607
2:12:16,2.607
2:12:20,2.607
2:12:24,2.607
2:12:28,2.607
2:12:32,2.607
2:12:36,2.607
2:12:40,2.607
2:12:44,2.604
2:12:48,2.607
2:12:52,2.607
2:12:56,2.604
2:13:0,2.604
2:13:4,2.604
2:13:8,2.607
2:13:12,2.604
2:13:16,2.604
2:13:20,2.604
2:13:24,2.604
2:13:28,2.604
2:13:32,2.604
2:13:36,2.604
2:13:40,2.604
2:13:44,2.607
2:13:48,2.604
2:13:52,2.607
2:13:56,2.604
2:14:0,2.604
2:14:4,2.607
2:14:8,2.604
2:14:12,2.607
2:14:16,2.607
2:14:20,2.607
2:14:24,2.604
2:14:28,2.607
2:14:32,2.607
2:14:36,2.604
2:14:40,2.607
2:14:44,2.604
2:14:48,2.607
2:14:52,2.604
2:14:56,2.604
2:15:0,2.604
2:15:4,2.604
2:15:8,2.604
2:15:12,2.604
2:15:16,2.604
2:15:20,2.607
2:15:24,2.604
2:15:28,2.604
2:15:32,2.604
2:15:36,2.604
2:15:40,2.604
2:15:44,2.604
2:15:48,2.604
2:15:52,2.604
2:15:56,2.604
2:16:0,2.604
2:16:4,2.604
2:16:8,2.604
2:16:12,2.604
2:16:16,2.604
2:16:20,2.604
2:16:24,2.604
2:16:28,2.604
2:16:32,2.604
2:16:36,2.604
2:16:40,2.604
2:16:44,2.604
2:16:48,2.604
2:16:52,2.604
2:16:56,2.604
2:17:0,2.604
2:17:4,2.604
2:17:8,2.604
2:17:12,2.604
2:17:16,2.604
2:17:20,2.604
2:17:24,2.604
2:17:28,2.604
2:17:32,2.604
2:17:36,2.604
2:17:40,2.604
2:17:44,2.604
2:17:48,2.604
2:17:52,2.604
2:17:56,2.604
2:18:0,2.604
2:18:4,2.604
2:18:8,2.604
2:18:12,2.604
2:18:16,2.604
2:18:20,2.604
2:18:24,2.604
2:18:28,2.604
2:18:32,2.604
2:18:36,2.604
2:18:40,2.604
2:18:44,2.604
2:18:48,2.604
2:18:52,2.604
2:18:56,2.604
2:19:0,2.604
2:19:4,2.604
2:19:8,2.604
2:19:12,2.604
2:19:16,2.604
2:19:20,2.604
2:19:24,2.604
2:19:28,2.604
2:19:32,2.604
2:19:36,2.604
2:19:40,2.604
2:19:44,2.604
2:19:48,2.604
2:19:52,2.604
2:19:56,2.604
2:20:0,2.604
2:20:4,2.604
2:20:8,2.604
2:20:12,2.604
2:20:16,2.604
2:20:20,2.604
2:20:24,2.604
2:20:28,2.604
2:20:32,2.604
2:20:36,2.604
2:20:40,2.604
2:20:44,2.604
2:20:48,2.604
2:20:52,2.604
2:20:56,2.604
2:21:0,2.604
2:21:4,2.604
2:21:8,2.604
2:21:12,2.604
2:21:16,2.604
2:21:20,2.604
2:21:24,2.604
2:21:28,2.604
2:21:32,2.604
2:21:36,2.604
2:21:40,2.604
2:21:44,2.604
2:21:48,2.604
2:21:52,2.604
2:21:56,2.604
2:22:0,2.604
2:22:4,2.604
2:22:8,2.604
2:22:12,2.604
2:22:16,2.604
2:22:20,2.604
2:22:24,2.604
2:22:28,2.604
2:22:32,2.604
2:22:36,2.604
2:22:40,2.604
2:22:44,2.604
2:22:48,2.604
2:22:52,2.604
2:22:56,2.604
2:23:0,2.604
2:23:4,2.604
2:23:8,2.604
2:23:12,2.604
2:23:16,2.604
2:23:20,2.604
2:23:24,2.604
2:23:28,2.604
2:23:32,2.604
2:23:36,2.604
2:23:40,2.604
2:23:44,2.604
2:23:48,2.604
2:23:52,2.602
2:23:56,2.602
2:24:0,2.604
2:24:4,2.604
2:24:8,2.604
2:24:12,2.604
2:24:16,2.604
2:24:20,2.604
2:24:24,2.604
2:24:28,2.602
2:24:32,2.604
2:24:36,2.604
2:24:40,2.602
2:24:44,2.604
2:24:48,2.604
2:24:52,2.604
2:24:56,2.604
2:25:0,2.604
2:25:4,2.604
2:25:8,2.604
2:25:12,2.602
2:25:16,2.604
2:25:20,2.604
2:25:24,2.604
2:25:28,2.602
2:25:32,2.604
2:25:36,2.604
2:25:40,2.604
2:25:44,2.604
2:25:48,2.604
2:25:52,2.604
2:25:56,2.604
2:26:0,2.604
2:26:4,2.604
2:26:8,2.602
2:26:12,2.604
2:26:16,2.604
2:26:20,2.604
2:26:24,2.604
2:26:28,2.602
2:26:32,2.604
2:26:36,2.604
2:26:40,2.604
2:26:44,2.604
2:26:48,2.604
2:26:52,2.604
2:26:56,2.604
2:27:0,2.604
2:27:4,2.602
2:27:8,2.602
2:27:12,2.602
2:27:16,2.602
2:27:20,2.602
2:27:24,2.602
2:27:28,2.602
2:27:32,2.602
2:27:36,2.602
2:27:40,2.604
2:27:44,2.602
2:27:48,2.602
2:27:52,2.604
2:27:56,2.602
2:28:0,2.604
2:28:4,2.602
2:28:8,2.602
2:28:12,2.602
2:28:16,2.602
2:28:20,2.602
2:28:24,2.602
2:28:28,2.602
2:28:32,2.602
2:28:36,2.602
2:28:40,2.602
2:28:44,2.602
2:28:48,2.602
2:28:52,2.602
2:28:56,2.602
2:29:0,2.602
2:29:4,2.602
2:29:8,2.602
2:29:12,2.602
2:29:16,2.602
2:29:20,2.602
2:29:24,2.602
2:29:28,2.602
2:29:32,2.602
2:29:36,2.602
2:29:40,2.602
2:29:44,2.602
2:29:48,2.602
2:29:52,2.602
2:29:56,2.602
2:30:0,2.602
2:30:4,2.602
2:30:8,2.602
2:30:12,2.602
2:30:16,2.602
2:30:20,2.602
2:30:24,2.602
2:30:28,2.602
2:30:32,2.602
2:30:36,2.602
2:30:40,2.602
2:30:44,2.602
2:30:48,2.602
2:30:52,2.602
2:30:56,2.602
2:31:0,2.602
2:31:4,2.602
2:31:8,2.602
2:31:12,2.602
2:31:16,2.602
2:31:20,2.602
2:31:24,2.602
2:31:28,2.602
2:31:32,2.602
2:31:36,2.602
2:31:40,2.602
2:31:44,2.602
2:31:48,2.602
2:31:52,2.602
2:31:56,2.602
2:32:0,2.602
2:32:4,2.602
2:32:8,2.602
2:32:12,2.602
2:32:16,2.602
2:32:20,2.602
2:32:24,2.602
2:32:28,2.602
2:32:32,2.602
2:32:36,2.602
2:32:40,2.602
2:32:44,2.602
2:32:48,2.602
2:32:52,2.602
2:32:56,2.602
2:33:0,2.602
2:33:4,2.602
2:33:8,2.602
2:33:12,2.602
2:33:16,2.602
2:33:20,2.602
2:33:24,2.602
2:33:28,2.602
2:33:32,2.602
2:33:36,2.602
2:33:40,2.602
2:33:44,2.602
2:33:48,2.602
2:33:52,2.602
2:33:56,2.602
2:34:0,2.602
2:34:4,2.602
2:34:8,2.602
2:34:12,2.602
2:34:16,2.602
2:34:20,2.602
2:34:24,2.602
2:34:28,2.602
2:34:32,2.602
2:34:36,2.602
2:34:40,2.602
2:34:44,2.602
2:34:48,2.596
2:34:52,2.602
2:34:56,2.596
2:35:0,2.602
2:35:4,2.602
2:35:8,2.602
2:35:12,2.602
2:35:16,2.602
2:35:20,2.596
2:35:24,2.596
2:35:28,2.596
2:35:32,2.602
2:35:36,2.602
2:35:40,2.602
2:35:44,2.596
2:35:48,2.602
2:35:52,2.596
2:35:56,2.596
2:36:0,2.596
2:36:4,2.596
2:36:8,2.602
2:36:12,2.602
2:36:16,2.596
2:36:20,2.602
2:36:24,2.602
2:36:28,2.602
2:36:32,2.596
2:36:36,2.596
2:36:40,2.602
2:36:44,2.596
2:36:48,2.596
2:36:52,2.596
2:36:56,2.602
2:37:0,2.596
2:37:4,2.596
2:37:8,2.596
2:37:12,2.602
2:37:16,2.596
2:37:20,2.596
2:37:24,2.596
2:37:28,2.602
2:37:32,2.602
2:37:36,2.596
2:37:40,2.596
2:37:44,2.596
2:37:48,2.596
2:37:52,2.596
2:37:56,2.596
2:38:0,2.596
2:38:4,2.596
2:38:8,2.596
2:38:12,2.596
2:38:16,2.596
2:38:20,2.596
2:38:24,2.596
2:38:28,2.596
2:38:32,2.596
2:38:36,2.596
2:38:40,2.596
2:38:44,2.596
2:38:48,2.596
2:38:52,2.596
2:38:56,2.596
2:39:0,2.596
2:39:4,2.596
2:39:8,2.596
2:39:12,2.596
2:39:16,2.596
2:39:20,2.596
2:39:24,2.596
2:39:28,2.596
2:39:32,2.596
2:39:36,2.596
2:39:40,2.596
2:39:44,2.596
2:39:48,2.596
2:39:52,2.596
2:39:56,2.596
2:40:0,2.596
2:40:4,2.596
2:40:8,2.596
2:40:12,2.596
2:40:16,2.596
2:40:20,2.596
2:40:24,2.596
2:40:28,2.596
2:40:32,2.596
2:40:36,2.596
2:40:40,2.596
2:40:44,2.596
2:40:48,2.596
2:40:52,2.596
2:40:56,2.596
2:41:0,2.596
2:41:4,2.596
2:41:8,2.596
2:41:12,2.596
2:41:16,2.596
2:41:20,2.596
2:41:24,2.596
2:41:28,2.596
2:41:32,2.596
2:41:36,2.596
2:41:40,2.596
2:41:44,2.596
2:41:48,2.596
2:41:52,2.596
2:41:56,2.596
2:42:0,2.596
2:42:4,2.596
2:42:8,2.596
2:42:12,2.596
2:42:16,2.596
2:42:20,2.596
2:42:24,2.596
2:42:28,2.596
2:42:32,2.596
2:42:36,2.596
2:42:40,2.596
2:42:44,2.596
2:42:48,2.596
2:42:52,2.596
2:42:56,2.596
2:43:0,2.596
2:43:4,2.596
2:43:8,2.596
2:43:12,2.596
2:43:16,2.596
2:43:20,2.596
2:43:24,2.596
2:43:28,2.596
2:43:32,2.593
2:43:36,2.596
2:43:40,2.596
2:43:44,2.596
2:43:48,2.596
2:43:52,2.596
2:43:56,2.596
2:44:0,2.596
2:44:4,2.596
2:44:8,2.596
2:44:12,2.593
2:44:16,2.596
2:44:20,2.596
2:44:24,2.596
2:44:28,2.596
2:44:32,2.596
2:44:36,2.596
2:44:40,2.596
2:44:44,2.596
2:44:48,2.596
2:44:52,2.596
2:44:56,2.596
2:45:0,2.596
2:45:4,2.596
2:45:8,2.596
2:45:12,2.596
2:45:16,2.593
2:45:20,2.596
2:45:24,2.596
2:45:28,2.593
2:45:32,2.593
2:45:36,2.593
2:45:40,2.593
2:45:44,2.596
2:45:48,2.593
2:45:52,2.596
2:45:56,2.593
2:46:0,2.593
2:46:4,2.593
2:46:8,2.593
2:46:12,2.596
2:46:16,2.596
2:46:20,2.593
2:46:24,2.596
2:46:28,2.593
2:46:32,2.593
2:46:36,2.593
2:46:40,2.593
2:46:44,2.593
2:46:48,2.593
2:46:52,2.593
2:46:56,2.593
2:47:0,2.593
2:47:4,2.593
2:47:8,2.593
2:47:12,2.593
2:47:16,2.593
2:47:20,2.593
2:47:24,2.593
2:47:28,2.593
2:47:32,2.593
2:47:36,2.593
2:47:40,2.593
2:47:44,2.593
2:47:48,2.593
2:47:52,2.593
2:47:56,2.593
2:48:0,2.593
2:48:4,2.593
2:48:8,2.593
2:48:12,2.593
2:48:16,2.593
2:48:20,2.593
2:48:24,2.593
2:48:28,2.593
2:48:32,2.593
2:48:36,2.593
2:48:40,2.593
2:48:44,2.593
2:48:48,2.593
2:48:52,2.593
2:48:56,2.593
2:49:0,2.593
2:49:4,2.593
2:49:8,2.593
2:49:12,2.593
2:49:16,2.593
2:49:20,2.593
2:49:24,2.593
2:49:28,2.593
2:49:32,2.593
2:49:36,2.593
2:49:40,2.593
2:49:44,2.593
2:49:48,2.593
2:49:52,2.593
2:49:56,2.593
2:50:0,2.593
2:50:4,2.593
2:50:8,2.593
2:50:12,2.593
2:50:16,2.593
2:50:20,2.593
2:50:24,2.593
2:50:28,2.593
2:50:32,2.593
2:50:36,2.593
2:50:40,2.593
2:50:44,2.593
2:50:48,2.593
2:50:52,2.593
2:50:56,2.593
2:51:0,2.593
2:51:4,2.593
2:51:8,2.593
2:51:12,2.593
2:51:16,2.593
2:51:20,2.593
2:51:24,2.593
2:51:28,2.593
2:51:32,2.593
2:51:36,2.593
2:51:40,2.593
2:51:44,2.593
2:51:48,2.593
2:51:52,2.593
2:51:56,2.593
2:52:0,2.593
2:52:4,2.593
2:52:8,2.593
2:52:12,2.593
2:52:16,2.593
2:52:20,2.593
2:52:24,2.593
2:52:28,2.593
2:52:32,2.593
2:52:36,2.593
2:52:40,2.593
2:52:44,2.593
2:52:48,2.593
2:52:52,2.593
2:52:56,2.593
2:53:0,2.593
2:53:4,2.593
2:53:8,2.593
2:53:12,2.593
2:53:16,2.593
2:53:20,2.593
2:53:24,2.593
2:53:28,2.593
2:53:32,2.593
2:53:36,2.59
2:53:40,2.593
2:53:44,2.593
2:53:48,2.593
2:53:52,2.593
2:53:56,2.59
2:54:0,2.593
2:54:4,2.59
2:54:8,2.593
2:54:12,2.593
2:54:16,2.593
2:54:20,2.593
2:54:24,2.593
2:54:28,2.593
2:54:32,2.593
2:54:36,2.593
2:54:40,2.593
2:54:44,2.593
2:54:48,2.593
2:54:52,2.593
2:54:56,2.593
2:55:0,2.593
2:55:4,2.59
2:55:8,2.593
2:55:12,2.59
2:55:16,2.59
2:55:20,2.593
2:55:24,2.59
2:55:28,2.59
2:55:32,2.593
2:55:36,2.59
2:55:40,2.59
2:55:44,2.593
2:55:48,2.59
2:55:52,2.59
2:55:56,2.59
2:56:0,2.593
2:56:4,2.59
2:56:8,2.59
2:56:12,2.593
2:56:16,2.59
2:56:20,2.59
2:56:24,2.59
2:56:28,2.59
2:56:32,2.593
2:56:36,2.59
2:56:40,2.59
2:56:44,2.59
2:56:48,2.593
2:56:52,2.59
2:56:56,2.59
2:57:0,2.593
2:57:4,2.59
2:57:8,2.59
2:57:12,2.593
2:57:16,2.59
2:57:20,2.59
2:57:24,2.59
2:57:28,2.59
2:57:32,2.59
2:57:36,2.59
2:57:40,2.59
2:57:44,2.59
2:57:48,2.593
2:57:52,2.59
2:57:56,2.59
2:58:0,2.59
2:58:4,2.59
2:58:8,2.59
2:58:12,2.59
2:58:16,2.59
2:58:20,2.59
2:58:24,2.59
2:58:28,2.59
2:58:32,2.59
2:58:36,2.59
2:58:40,2.59
2:58:44,2.59
2:58:48,2.59
2:58:52,2.59
2:58:56,2.59
2:59:0,2.59
2:59:4,2.59
2:59:8,2.59
2:59:12,2.59
2:59:16,2.59
2:59:20,2.59
2:59:24,2.59
2:59:28,2.59
2:59:32,2.59
2:59:36,2.59
2:59:40,2.59
2:59:44,2.59
2:59:48,2.59
2:59:52,2.59
2:59:56,2.59
3:0:0,2.59
3:0:4,2.59
3:0:8,2.59
3:0:12,2.59
3:0:16,2.59
3:0:20,2.59
3:0:24,2.59
3:0:28,2.59
3:0:32,2.59
3:0:36,2.59
3:0:40,2.59
3:0:44,2.59
3:0:48,2.59
3:0:52,2.59
3:0:56,2.59
3:1:0,2.59
3:1:4,2.59
3:1:8,2.59
3:1:12,2.59
3:1:16,2.59
3:1:20,2.59
3:1:24,2.59
3:1:28,2.59
3:1:32,2.59
3:1:36,2.59
3:1:40,2.59
3:1:44,2.59
3:1:48,2.59
3:1:52,2.59
3:1:56,2.59
3:2:0,2.59
3:2:4,2.59
3:2:8,2.59
3:2:12,2.59
3:2:16,2.59
3:2:20,2.59
3:2:24,2.59
3:2:28,2.59
3:2:32,2.59
3:2:36,2.59
3:2:40,2.59
3:2:44,2.59
3:2:48,2.59
3:2:52,2.59
3:2:56,2.587
3:3:0,2.59
3:3:4,2.59
3:3:8,2.59
3:3:12,2.59
3:3:16,2.59
3:3:20,2.59
3:3:24,2.587
3:3:28,2.587
3:3:32,2.587
3:3:36,2.587
3:3:40,2.59
3:3:44,2.59
3:3:48,2.587
3:3:52,2.59
3:3:56,2.587
3:4:0,2.587
3:4:4,2.587
3:4:8,2.587
3:4:12,2.587
3:4:16,2.587
3:4:20,2.587
3:4:24,2.59
3:4:28,2.59
3:4:32,2.587
3:4:36,2.587
3:4:40,2.587
3:4:44,2.587
