"Device ID:-analog, FileName:-analog2322019-07-1807H56M08S.csv"
TimeElapsed,Value
4hours 7min 52sec,2.607
4hours 7min 56sec,2.607
4hours 8min,2.607
4hours 8min 4sec,2.607
4hours 8min 8sec,2.607
4hours 8min 12sec,2.607
4hours 8min 16sec,2.607
4hours 8min 20sec,2.607
4hours 8min 24sec,2.607
4hours 8min 28sec,2.607
4hours 8min 32sec,2.607
4hours 8min 36sec,2.607
4hours 8min 40sec,2.607
4hours 8min 44sec,2.607
4hours 8min 48sec,2.607
4hours 8min 52sec,2.607
4hours 8min 56sec,2.607
4hours 9min,2.607
4hours 9min 4sec,2.596
4hours 9min 8sec,2.607
4hours 9min 12sec,2.607
4hours 9min 16sec,2.607
4hours 9min 20sec,2.607
4hours 9min 24sec,2.607
4hours 9min 28sec,2.607
4hours 9min 32sec,2.61
4hours 9min 36sec,2.607
4hours 9min 40sec,2.607
4hours 9min 44sec,2.607
4hours 9min 48sec,2.607
4hours 9min 52sec,2.607
4hours 9min 56sec,2.607
4hours 10min,2.607
4hours 10min 4sec,2.607
4hours 10min 8sec,2.607
4hours 10min 12sec,2.607
4hours 10min 16sec,2.607
4hours 10min 20sec,2.607
4hours 10min 24sec,2.607
4hours 10min 28sec,2.607
4hours 10min 32sec,2.607
4hours 10min 36sec,2.607
4hours 10min 40sec,2.607
4hours 10min 44sec,2.607
4hours 10min 48sec,2.607
4hours 10min 52sec,2.607
4hours 10min 56sec,2.607
4hours 11min,2.607
4hours 11min 4sec,2.607
4hours 11min 8sec,2.604
4hours 11min 12sec,2.607
4hours 11min 16sec,2.607
4hours 11min 20sec,2.607
4hours 11min 24sec,2.607
4hours 11min 28sec,2.604
4hours 11min 32sec,2.607
4hours 11min 36sec,2.607
4hours 11min 40sec,2.604
4hours 11min 44sec,2.604
4hours 11min 48sec,2.607
4hours 11min 52sec,2.604
4hours 11min 56sec,2.604
4hours 12min,2.604
4hours 12min 4sec,2.607
4hours 12min 8sec,2.604
4hours 12min 12sec,2.607
4hours 12min 16sec,2.604
4hours 12min 20sec,2.604
4hours 12min 24sec,2.604
4hours 12min 28sec,2.604
4hours 12min 32sec,2.607
4hours 12min 36sec,2.607
4hours 12min 40sec,2.604
4hours 12min 44sec,2.607
4hours 12min 48sec,2.607
4hours 12min 52sec,2.607
4hours 12min 56sec,2.607
4hours 13min,2.607
4hours 13min 4sec,2.607
4hours 13min 8sec,2.607
4hours 13min 12sec,2.607
4hours 13min 16sec,2.607
4hours 13min 20sec,2.607
4hours 13min 24sec,2.607
4hours 13min 28sec,2.607
4hours 13min 32sec,2.607
4hours 13min 36sec,2.607
4hours 13min 40sec,2.607
4hours 13min 44sec,2.607
4hours 13min 48sec,2.607
4hours 13min 52sec,2.604
4hours 13min 56sec,2.607
4hours 14min,2.607
4hours 14min 4sec,2.607
4hours 14min 8sec,2.607
4hours 14min 12sec,2.607
4hours 14min 16sec,2.607
4hours 14min 20sec,2.607
4hours 14min 24sec,2.607
4hours 14min 28sec,2.607
4hours 14min 32sec,2.607
4hours 14min 36sec,2.607
4hours 14min 40sec,2.607
4hours 14min 44sec,2.607
4hours 14min 48sec,2.607
4hours 14min 52sec,2.607
4hours 14min 56sec,2.607
4hours 15min,2.607
4hours 15min 4sec,2.607
4hours 15min 8sec,2.607
4hours 15min 12sec,2.607
4hours 15min 16sec,2.607
4hours 15min 20sec,2.607
4hours 15min 24sec,2.607
4hours 15min 28sec,2.607
4hours 15min 32sec,2.604
4hours 15min 36sec,2.607
4hours 15min 40sec,2.607
4hours 15min 44sec,2.604
4hours 15min 48sec,2.607
4hours 15min 52sec,2.607
4hours 15min 56sec,2.607
4hours 16min,2.607
4hours 16min 4sec,2.607
4hours 16min 8sec,2.604
4hours 16min 12sec,2.607
4hours 16min 16sec,2.607
4hours 16min 20sec,2.607
4hours 16min 24sec,2.607
4hours 16min 28sec,2.604
4hours 16min 32sec,2.604
4hours 16min 36sec,2.607
4hours 16min 40sec,2.607
4hours 16min 44sec,2.607
4hours 16min 48sec,2.607
4hours 16min 52sec,2.607
4hours 16min 56sec,2.607
4hours 17min,2.604
4hours 17min 4sec,2.604
4hours 17min 8sec,2.607
4hours 17min 12sec,2.607
4hours 17min 16sec,2.607
4hours 17min 20sec,2.607
4hours 17min 24sec,2.607
4hours 17min 28sec,2.607
4hours 17min 32sec,2.607
4hours 17min 36sec,2.607
4hours 17min 40sec,2.607
4hours 17min 44sec,2.607
4hours 17min 48sec,2.607
4hours 17min 52sec,2.607
4hours 17min 56sec,2.607
4hours 18min,2.607
4hours 18min 4sec,2.607
4hours 18min 8sec,2.607
4hours 18min 12sec,2.607
4hours 18min 16sec,2.607
4hours 18min 20sec,2.607
4hours 18min 24sec,2.607
4hours 18min 28sec,2.607
4hours 18min 32sec,2.607
4hours 18min 36sec,2.607
4hours 18min 40sec,2.607
4hours 18min 44sec,2.607
4hours 18min 48sec,2.607
4hours 18min 52sec,2.607
4hours 18min 56sec,2.607
4hours 19min,2.607
4hours 19min 4sec,2.607
4hours 19min 8sec,2.604
4hours 19min 12sec,2.607
4hours 19min 16sec,2.607
4hours 19min 20sec,2.607
4hours 19min 24sec,2.607
4hours 19min 28sec,2.607
4hours 19min 32sec,2.604
4hours 19min 36sec,2.607
4hours 19min 40sec,2.607
4hours 19min 44sec,2.607
4hours 19min 48sec,2.607
4hours 19min 52sec,2.607
4hours 19min 56sec,2.607
4hours 20min,2.607
4hours 20min 4sec,2.607
4hours 20min 8sec,2.607
4hours 20min 12sec,2.607
4hours 20min 16sec,2.607
4hours 20min 20sec,2.607
4hours 20min 24sec,2.607
4hours 20min 28sec,2.607
4hours 20min 32sec,2.607
4hours 20min 36sec,2.607
4hours 20min 40sec,2.604
4hours 20min 44sec,2.607
4hours 20min 48sec,2.607
4hours 20min 52sec,2.607
4hours 20min 56sec,2.607
4hours 21min,2.607
4hours 21min 4sec,2.607
4hours 21min 8sec,2.607
4hours 21min 12sec,2.607
4hours 21min 16sec,2.607
4hours 21min 20sec,2.607
4hours 21min 24sec,2.607
4hours 21min 28sec,2.607
4hours 21min 32sec,2.607
4hours 21min 36sec,2.604
4hours 21min 40sec,2.607
4hours 21min 44sec,2.607
4hours 21min 48sec,2.607
4hours 21min 52sec,2.604
4hours 21min 56sec,2.607
4hours 22min,2.604
4hours 22min 4sec,2.607
4hours 22min 8sec,2.607
4hours 22min 12sec,2.607
4hours 22min 16sec,2.607
4hours 22min 20sec,2.607
4hours 22min 24sec,2.607
4hours 22min 28sec,2.607
4hours 22min 32sec,2.604
4hours 22min 36sec,2.607
4hours 22min 40sec,2.607
4hours 22min 44sec,2.604
4hours 22min 48sec,2.607
4hours 22min 52sec,2.607
4hours 22min 56sec,2.604
4hours 23min,2.607
4hours 23min 4sec,2.607
4hours 23min 8sec,2.607
4hours 23min 12sec,2.607
4hours 23min 16sec,2.607
4hours 23min 20sec,2.604
4hours 23min 24sec,2.607
4hours 23min 28sec,2.607
4hours 23min 32sec,2.607
4hours 23min 36sec,2.607
4hours 23min 40sec,2.607
4hours 23min 44sec,2.607
4hours 23min 48sec,2.607
4hours 23min 52sec,2.607
4hours 23min 56sec,2.607
4hours 24min,2.607
4hours 24min 4sec,2.607
4hours 24min 8sec,2.607
4hours 24min 12sec,2.604
4hours 24min 16sec,2.607
4hours 24min 20sec,2.607
4hours 24min 24sec,2.604
4hours 24min 28sec,2.607
4hours 24min 32sec,2.607
4hours 24min 36sec,2.607
4hours 24min 40sec,2.607
4hours 24min 44sec,2.607
4hours 24min 48sec,2.607
4hours 24min 52sec,2.607
4hours 24min 56sec,2.607
4hours 25min,2.607
4hours 25min 4sec,2.607
4hours 25min 8sec,2.604
4hours 25min 12sec,2.607
4hours 25min 16sec,2.607
4hours 25min 20sec,2.604
4hours 25min 24sec,2.607
4hours 25min 28sec,2.604
4hours 25min 32sec,2.607
4hours 25min 36sec,2.607
4hours 25min 40sec,2.607
4hours 25min 44sec,2.607
4hours 25min 48sec,2.607
4hours 25min 52sec,2.607
4hours 25min 56sec,2.607
4hours 26min,2.607
4hours 26min 4sec,2.607
4hours 26min 8sec,2.607
4hours 26min 12sec,2.607
4hours 26min 16sec,2.607
4hours 26min 20sec,2.607
4hours 26min 24sec,2.607
4hours 26min 28sec,2.607
4hours 26min 32sec,2.607
4hours 26min 36sec,2.607
4hours 26min 40sec,2.607
4hours 26min 44sec,2.607
4hours 26min 48sec,2.607
4hours 26min 52sec,2.607
4hours 26min 56sec,2.607
4hours 27min,2.607
4hours 27min 4sec,2.607
4hours 27min 8sec,2.604
4hours 27min 12sec,2.607
4hours 27min 16sec,2.607
4hours 27min 20sec,2.607
4hours 27min 24sec,2.607
4hours 27min 28sec,2.607
4hours 27min 32sec,2.604
4hours 27min 36sec,2.607
4hours 27min 40sec,2.607
4hours 27min 44sec,2.607
4hours 27min 48sec,2.607
4hours 27min 52sec,2.607
4hours 27min 56sec,2.607
4hours 28min,2.604
4hours 28min 4sec,2.607
4hours 28min 8sec,2.607
4hours 28min 12sec,2.607
4hours 28min 16sec,2.607
4hours 28min 20sec,2.607
4hours 28min 24sec,2.607
4hours 28min 28sec,2.607
4hours 28min 32sec,2.607
4hours 28min 36sec,2.604
4hours 28min 40sec,2.604
4hours 28min 44sec,2.607
4hours 28min 48sec,2.607
4hours 28min 52sec,2.607
4hours 28min 56sec,2.607
4hours 29min,2.607
4hours 29min 4sec,2.607
4hours 29min 8sec,2.607
4hours 29min 12sec,2.604
4hours 29min 16sec,2.604
4hours 29min 20sec,2.604
4hours 29min 24sec,2.604
4hours 29min 28sec,2.607
4hours 29min 32sec,2.607
4hours 29min 36sec,2.607
4hours 29min 40sec,2.607
4hours 29min 44sec,2.607
4hours 29min 48sec,2.604
4hours 29min 52sec,2.607
4hours 29min 56sec,2.604
4hours 30min,2.604
4hours 30min 4sec,2.607
4hours 30min 8sec,2.607
4hours 30min 12sec,2.604
4hours 30min 16sec,2.607
4hours 30min 20sec,2.604
4hours 30min 24sec,2.604
4hours 30min 28sec,2.607
4hours 30min 32sec,2.607
4hours 30min 36sec,2.607
4hours 30min 40sec,2.607
4hours 30min 44sec,2.607
4hours 30min 48sec,2.604
4hours 30min 52sec,2.607
4hours 30min 56sec,2.607
4hours 31min,2.604
4hours 31min 4sec,2.604
4hours 31min 8sec,2.604
4hours 31min 12sec,2.607
4hours 31min 16sec,2.604
4hours 31min 20sec,2.604
4hours 31min 24sec,2.604
4hours 31min 28sec,2.607
4hours 31min 32sec,2.604
4hours 31min 36sec,2.607
4hours 31min 40sec,2.604
4hours 31min 44sec,2.604
4hours 31min 48sec,2.604
4hours 31min 52sec,2.604
4hours 31min 56sec,2.604
4hours 32min,2.607
4hours 32min 4sec,2.604
4hours 32min 8sec,2.604
4hours 32min 12sec,2.604
4hours 32min 16sec,2.604
4hours 32min 20sec,2.607
4hours 32min 24sec,2.607
4hours 32min 28sec,2.604
4hours 32min 32sec,2.604
4hours 32min 36sec,2.607
4hours 32min 40sec,2.604
4hours 32min 44sec,2.604
4hours 32min 48sec,2.607
4hours 32min 52sec,2.604
4hours 32min 56sec,2.607
4hours 33min,2.607
4hours 33min 4sec,2.604
4hours 33min 8sec,2.604
4hours 33min 12sec,2.607
4hours 33min 16sec,2.604
4hours 33min 20sec,2.607
4hours 33min 24sec,2.607
4hours 33min 28sec,2.604
4hours 33min 32sec,2.607
4hours 33min 36sec,2.604
4hours 33min 40sec,2.604
4hours 33min 44sec,2.607
4hours 33min 48sec,2.607
4hours 33min 52sec,2.604
4hours 33min 56sec,2.604
4hours 34min,2.607
4hours 34min 4sec,2.604
4hours 34min 8sec,2.604
4hours 34min 12sec,2.607
4hours 34min 16sec,2.604
4hours 34min 20sec,2.604
4hours 34min 24sec,2.604
4hours 34min 28sec,2.604
4hours 34min 32sec,2.604
4hours 34min 36sec,2.604
4hours 34min 40sec,2.607
4hours 34min 44sec,2.604
4hours 34min 48sec,2.607
4hours 34min 52sec,2.604
4hours 34min 56sec,2.607
4hours 35min,2.607
4hours 35min 4sec,2.607
4hours 35min 8sec,2.607
4hours 35min 12sec,2.607
4hours 35min 16sec,2.604
4hours 35min 20sec,2.604
4hours 35min 24sec,2.604
4hours 35min 28sec,2.604
4hours 35min 32sec,2.604
4hours 35min 36sec,2.607
4hours 35min 40sec,2.607
4hours 35min 44sec,2.607
4hours 35min 48sec,2.607
4hours 35min 52sec,2.604
4hours 35min 56sec,2.607
4hours 36min,2.607
4hours 36min 4sec,2.607
4hours 36min 8sec,2.604
4hours 36min 12sec,2.607
4hours 36min 16sec,2.607
4hours 36min 20sec,2.607
4hours 36min 24sec,2.607
4hours 36min 28sec,2.607
4hours 36min 32sec,2.607
4hours 36min 36sec,2.607
4hours 36min 40sec,2.607
4hours 36min 44sec,2.607
4hours 36min 48sec,2.604
4hours 36min 52sec,2.607
4hours 36min 56sec,2.607
4hours 37min,2.607
4hours 37min 4sec,2.604
4hours 37min 8sec,2.604
4hours 37min 12sec,2.604
4hours 37min 16sec,2.604
4hours 37min 20sec,2.604
4hours 37min 24sec,2.607
4hours 37min 28sec,2.607
4hours 37min 32sec,2.607
4hours 37min 36sec,2.607
4hours 37min 40sec,2.604
4hours 37min 44sec,2.604
4hours 37min 48sec,2.604
4hours 37min 52sec,2.607
4hours 37min 56sec,2.607
4hours 38min,2.604
4hours 38min 4sec,2.604
4hours 38min 8sec,2.607
4hours 38min 12sec,2.607
4hours 38min 16sec,2.604
4hours 38min 20sec,2.604
4hours 38min 24sec,2.607
4hours 38min 28sec,2.604
4hours 38min 32sec,2.604
4hours 38min 36sec,2.607
4hours 38min 40sec,2.604
4hours 38min 44sec,2.604
4hours 38min 48sec,2.604
4hours 38min 52sec,2.604
4hours 38min 56sec,2.604
4hours 39min,2.604
4hours 39min 4sec,2.607
4hours 39min 8sec,2.604
4hours 39min 12sec,2.604
4hours 39min 16sec,2.604
4hours 39min 20sec,2.604
4hours 39min 24sec,2.604
4hours 39min 28sec,2.604
4hours 39min 32sec,2.604
4hours 39min 36sec,2.604
4hours 39min 40sec,2.604
4hours 39min 44sec,2.607
4hours 39min 48sec,2.604
4hours 39min 52sec,2.607
4hours 39min 56sec,2.607
4hours 40min,2.604
4hours 40min 4sec,2.604
4hours 40min 8sec,2.607
4hours 40min 12sec,2.607
4hours 40min 16sec,2.607
4hours 40min 20sec,2.604
4hours 40min 24sec,2.604
4hours 40min 28sec,2.604
4hours 40min 32sec,2.602
4hours 40min 36sec,2.607
4hours 40min 40sec,2.607
4hours 40min 44sec,2.604
4hours 40min 48sec,2.604
4hours 40min 52sec,2.604
4hours 40min 56sec,2.604
4hours 41min,2.607
4hours 41min 4sec,2.604
4hours 41min 8sec,2.604
4hours 41min 12sec,2.607
4hours 41min 16sec,2.607
4hours 41min 20sec,2.604
4hours 41min 24sec,2.604
4hours 41min 28sec,2.604
4hours 41min 32sec,2.607
4hours 41min 36sec,2.604
4hours 41min 40sec,2.604
4hours 41min 44sec,2.604
4hours 41min 48sec,2.604
4hours 41min 52sec,2.604
4hours 41min 56sec,2.604
4hours 42min,2.607
4hours 42min 4sec,2.607
4hours 42min 8sec,2.607
4hours 42min 12sec,2.604
4hours 42min 16sec,2.604
4hours 42min 20sec,2.604
4hours 42min 24sec,2.604
4hours 42min 28sec,2.604
4hours 42min 32sec,2.607
4hours 42min 36sec,2.607
4hours 42min 40sec,2.604
4hours 42min 44sec,2.607
4hours 42min 48sec,2.607
4hours 42min 52sec,2.604
4hours 42min 56sec,2.604
4hours 43min,2.607
4hours 43min 4sec,2.604
4hours 43min 8sec,2.607
4hours 43min 12sec,2.604
4hours 43min 16sec,2.607
4hours 43min 20sec,2.604
4hours 43min 24sec,2.604
4hours 43min 28sec,2.604
4hours 43min 32sec,2.604
4hours 43min 36sec,2.604
4hours 43min 40sec,2.604
4hours 43min 44sec,2.607
4hours 43min 48sec,2.604
4hours 43min 52sec,2.604
4hours 43min 56sec,2.604
4hours 44min,2.607
4hours 44min 4sec,2.604
4hours 44min 8sec,2.604
4hours 44min 12sec,2.604
4hours 44min 16sec,2.604
4hours 44min 20sec,2.607
4hours 44min 24sec,2.607
4hours 44min 28sec,2.607
4hours 44min 32sec,2.604
4hours 44min 36sec,2.604
4hours 44min 40sec,2.607
4hours 44min 44sec,2.607
4hours 44min 48sec,2.607
4hours 44min 52sec,2.604
4hours 44min 56sec,2.607
4hours 45min,2.604
4hours 45min 4sec,2.604
4hours 45min 8sec,2.604
4hours 45min 12sec,2.604
4hours 45min 16sec,2.604
4hours 45min 20sec,2.604
4hours 45min 24sec,2.604
4hours 45min 28sec,2.604
4hours 45min 32sec,2.604
4hours 45min 36sec,2.604
4hours 45min 40sec,2.604
4hours 45min 44sec,2.607
4hours 45min 48sec,2.604
4hours 45min 52sec,2.604
4hours 45min 56sec,2.604
4hours 46min,2.607
4hours 46min 4sec,2.607
4hours 46min 8sec,2.604
4hours 46min 12sec,2.604
4hours 46min 16sec,2.604
4hours 46min 20sec,2.604
4hours 46min 24sec,2.604
4hours 46min 28sec,2.604
4hours 46min 32sec,2.604
4hours 46min 36sec,2.604
4hours 46min 40sec,2.604
4hours 46min 44sec,2.604
4hours 46min 48sec,2.604
4hours 46min 52sec,2.604
4hours 46min 56sec,2.604
4hours 47min,2.604
4hours 47min 4sec,2.604
4hours 47min 8sec,2.604
4hours 47min 12sec,2.604
4hours 47min 16sec,2.604
4hours 47min 20sec,2.604
4hours 47min 24sec,2.607
4hours 47min 28sec,2.604
4hours 47min 32sec,2.604
4hours 47min 36sec,2.604
4hours 47min 40sec,2.607
4hours 47min 44sec,2.604
4hours 47min 48sec,2.604
4hours 47min 52sec,2.604
4hours 47min 56sec,2.604
4hours 48min,2.607
4hours 48min 4sec,2.604
4hours 48min 8sec,2.604
4hours 48min 12sec,2.604
4hours 48min 16sec,2.604
4hours 48min 20sec,2.604
4hours 48min 24sec,2.604
4hours 48min 28sec,2.604
4hours 48min 32sec,2.604
4hours 48min 36sec,2.604
4hours 48min 40sec,2.604
4hours 48min 44sec,2.604
4hours 48min 48sec,2.604
4hours 48min 52sec,2.604
4hours 48min 56sec,2.604
4hours 49min,2.604
4hours 49min 4sec,2.604
4hours 49min 8sec,2.604
4hours 49min 12sec,2.604
4hours 49min 16sec,2.604
4hours 49min 20sec,2.604
4hours 49min 24sec,2.604
4hours 49min 28sec,2.604
4hours 49min 32sec,2.604
4hours 49min 36sec,2.604
4hours 49min 40sec,2.604
4hours 49min 44sec,2.604
4hours 49min 48sec,2.604
4hours 49min 52sec,2.604
4hours 49min 56sec,2.604
4hours 50min,2.604
4hours 50min 4sec,2.604
4hours 50min 8sec,2.604
4hours 50min 12sec,2.604
4hours 50min 16sec,2.604
4hours 50min 20sec,2.604
4hours 50min 24sec,2.604
4hours 50min 28sec,2.607
4hours 50min 32sec,2.604
4hours 50min 36sec,2.604
4hours 50min 40sec,2.604
4hours 50min 44sec,2.604
4hours 50min 48sec,2.604
4hours 50min 52sec,2.604
4hours 50min 56sec,2.604
4hours 51min,2.604
4hours 51min 4sec,2.607
4hours 51min 8sec,2.604
4hours 51min 12sec,2.604
4hours 51min 16sec,2.604
4hours 51min 20sec,2.604
4hours 51min 24sec,2.604
4hours 51min 28sec,2.604
4hours 51min 32sec,2.604
4hours 51min 36sec,2.604
4hours 51min 40sec,2.604
4hours 51min 44sec,2.604
4hours 51min 48sec,2.607
4hours 51min 52sec,2.607
4hours 51min 56sec,2.604
4hours 52min,2.604
4hours 52min 4sec,2.604
4hours 52min 8sec,2.607
4hours 52min 12sec,2.604
4hours 52min 16sec,2.604
4hours 52min 20sec,2.604
4hours 52min 24sec,2.604
4hours 52min 28sec,2.604
4hours 52min 32sec,2.604
4hours 52min 36sec,2.607
4hours 52min 40sec,2.604
4hours 52min 44sec,2.604
4hours 52min 48sec,2.604
4hours 52min 52sec,2.604
4hours 52min 56sec,2.604
4hours 53min,2.604
4hours 53min 4sec,2.604
4hours 53min 8sec,2.604
4hours 53min 12sec,2.604
4hours 53min 16sec,2.604
4hours 53min 20sec,2.604
4hours 53min 24sec,2.604
4hours 53min 28sec,2.604
4hours 53min 32sec,2.604
4hours 53min 36sec,2.604
4hours 53min 40sec,2.604
4hours 53min 44sec,2.604
4hours 53min 48sec,2.604
4hours 53min 52sec,2.604
4hours 53min 56sec,2.604
4hours 54min,2.604
4hours 54min 4sec,2.604
4hours 54min 8sec,2.604
4hours 54min 12sec,2.604
4hours 54min 16sec,2.604
4hours 54min 20sec,2.604
4hours 54min 24sec,2.604
4hours 54min 28sec,2.604
4hours 54min 32sec,2.604
4hours 54min 36sec,2.604
4hours 54min 40sec,2.604
4hours 54min 44sec,2.604
4hours 54min 48sec,2.607
4hours 54min 52sec,2.604
4hours 54min 56sec,2.604
4hours 55min,2.604
4hours 55min 4sec,2.604
4hours 55min 8sec,2.604
4hours 55min 12sec,2.604
4hours 55min 16sec,2.604
4hours 55min 20sec,2.604
4hours 55min 24sec,2.604
4hours 55min 28sec,2.604
4hours 55min 32sec,2.604
4hours 55min 36sec,2.604
4hours 55min 40sec,2.604
4hours 55min 44sec,2.604
4hours 55min 48sec,2.604
4hours 55min 52sec,2.604
4hours 55min 56sec,2.604
4hours 56min,2.604
4hours 56min 4sec,2.604
4hours 56min 8sec,2.604
4hours 56min 12sec,2.604
4hours 56min 16sec,2.604
4hours 56min 20sec,2.604
4hours 56min 24sec,2.604
4hours 56min 28sec,2.604
4hours 56min 32sec,2.604
4hours 56min 36sec,2.604
4hours 56min 40sec,2.604
4hours 56min 44sec,2.604
4hours 56min 48sec,2.604
4hours 56min 52sec,2.604
4hours 56min 56sec,2.604
4hours 57min,2.604
4hours 57min 4sec,2.604
4hours 57min 8sec,2.604
4hours 57min 12sec,2.604
4hours 57min 16sec,2.604
4hours 57min 20sec,2.604
4hours 57min 24sec,2.607
4hours 57min 28sec,2.604
4hours 57min 32sec,2.604
4hours 57min 36sec,2.604
4hours 57min 40sec,2.604
4hours 57min 44sec,2.604
4hours 57min 48sec,2.604
4hours 57min 52sec,2.604
4hours 57min 56sec,2.604
4hours 58min,2.604
4hours 58min 4sec,2.604
4hours 58min 8sec,2.604
4hours 58min 12sec,2.604
4hours 58min 16sec,2.604
4hours 58min 20sec,2.604
4hours 58min 24sec,2.604
4hours 58min 28sec,2.604
4hours 58min 32sec,2.604
4hours 58min 36sec,2.604
4hours 58min 40sec,2.604
4hours 58min 44sec,2.604
4hours 58min 48sec,2.604
4hours 58min 52sec,2.604
4hours 58min 56sec,2.604
4hours 59min,2.604
4hours 59min 4sec,2.604
4hours 59min 8sec,2.604
4hours 59min 12sec,2.604
4hours 59min 16sec,2.604
4hours 59min 20sec,2.604
4hours 59min 24sec,2.604
4hours 59min 28sec,2.604
4hours 59min 32sec,2.604
4hours 59min 36sec,2.604
4hours 59min 40sec,2.607
4hours 59min 44sec,2.604
4hours 59min 48sec,2.604
4hours 59min 52sec,2.604
4hours 59min 56sec,2.604
5hours 0sec,2.604
5hours 4sec,2.604
5hours 8sec,2.604
5hours 12sec,2.604
5hours 16sec,2.604
5hours 20sec,2.604
5hours 24sec,2.604
5hours 28sec,2.604
5hours 32sec,2.604
5hours 36sec,2.604
5hours 40sec,2.604
5hours 44sec,2.604
5hours 48sec,2.604
5hours 52sec,2.604
5hours 56sec,2.604
5hours 1min,2.604
5hours 1min 4sec,2.604
5hours 1min 8sec,2.604
5hours 1min 12sec,2.604
5hours 1min 16sec,2.604
5hours 1min 20sec,2.604
5hours 1min 24sec,2.604
5hours 1min 28sec,2.604
5hours 1min 32sec,2.604
5hours 1min 36sec,2.604
5hours 1min 40sec,2.604
5hours 1min 44sec,2.604
5hours 1min 48sec,2.604
5hours 1min 52sec,2.604
5hours 1min 56sec,2.607
5hours 2min,2.604
5hours 2min 4sec,2.604
5hours 2min 8sec,2.604
5hours 2min 12sec,2.604
5hours 2min 16sec,2.604
5hours 2min 20sec,2.604
5hours 2min 24sec,2.604
5hours 2min 28sec,2.604
5hours 2min 32sec,2.604
5hours 2min 36sec,2.604
5hours 2min 40sec,2.604
5hours 2min 44sec,2.604
5hours 2min 48sec,2.604
5hours 2min 52sec,2.604
5hours 2min 56sec,2.604
5hours 3min,2.604
5hours 3min 4sec,2.604
5hours 3min 8sec,2.604
5hours 3min 12sec,2.604
5hours 3min 16sec,2.604
5hours 3min 20sec,2.604
5hours 3min 24sec,2.604
5hours 3min 28sec,2.604
5hours 3min 32sec,2.604
5hours 3min 36sec,2.604
5hours 3min 40sec,2.604
5hours 3min 44sec,2.604
5hours 3min 48sec,2.604
5hours 3min 52sec,2.604
5hours 3min 56sec,2.604
5hours 4min,2.604
5hours 4min 4sec,2.604
5hours 4min 8sec,2.604
5hours 4min 12sec,2.604
5hours 4min 16sec,2.604
5hours 4min 20sec,2.604
5hours 4min 24sec,2.604
5hours 4min 28sec,2.604
5hours 4min 32sec,2.604
5hours 4min 36sec,2.604
5hours 4min 40sec,2.604
5hours 4min 44sec,2.604
5hours 4min 48sec,2.604
5hours 4min 52sec,2.604
5hours 4min 56sec,2.604
5hours 5min,2.604
5hours 5min 4sec,2.604
5hours 5min 8sec,2.604
5hours 5min 12sec,2.604
5hours 5min 16sec,2.604
5hours 5min 20sec,2.604
5hours 5min 24sec,2.604
5hours 5min 28sec,2.604
5hours 5min 32sec,2.604
5hours 5min 36sec,2.604
5hours 5min 40sec,2.604
5hours 5min 44sec,2.604
5hours 5min 48sec,2.604
5hours 5min 52sec,2.604
5hours 5min 56sec,2.604
5hours 6min,2.604
5hours 6min 4sec,2.604
5hours 6min 8sec,2.604
5hours 6min 12sec,2.604
5hours 6min 16sec,2.604
5hours 6min 20sec,2.604
5hours 6min 24sec,2.604
5hours 6min 28sec,2.604
5hours 6min 32sec,2.604
5hours 6min 36sec,2.604
5hours 6min 40sec,2.604
5hours 6min 44sec,2.604
5hours 6min 48sec,2.604
5hours 6min 52sec,2.604
5hours 6min 56sec,2.604
5hours 7min,2.604
5hours 7min 4sec,2.604
5hours 7min 8sec,2.604
5hours 7min 12sec,2.604
5hours 7min 16sec,2.604
5hours 7min 20sec,2.604
5hours 7min 24sec,2.604
5hours 7min 28sec,2.604
5hours 7min 32sec,2.604
5hours 7min 36sec,2.604
5hours 7min 40sec,2.604
5hours 7min 44sec,2.604
5hours 7min 48sec,2.604
5hours 7min 52sec,2.604
5hours 7min 56sec,2.604
5hours 8min,2.604
5hours 8min 4sec,2.604
5hours 8min 8sec,2.604
5hours 8min 12sec,2.604
5hours 8min 16sec,2.604
5hours 8min 20sec,2.604
5hours 8min 24sec,2.604
5hours 8min 28sec,2.604
5hours 8min 32sec,2.604
5hours 8min 36sec,2.604
5hours 8min 40sec,2.604
5hours 8min 44sec,2.604
5hours 8min 48sec,2.604
5hours 8min 52sec,2.604
5hours 8min 56sec,2.604
5hours 9min,2.604
5hours 9min 4sec,2.604
5hours 9min 8sec,2.604
5hours 9min 12sec,2.604
5hours 9min 16sec,2.604
5hours 9min 20sec,2.604
5hours 9min 24sec,2.604
5hours 9min 28sec,2.604
5hours 9min 32sec,2.604
5hours 9min 36sec,2.604
5hours 9min 40sec,2.604
5hours 9min 44sec,2.604
5hours 9min 48sec,2.604
5hours 9min 52sec,2.604
5hours 9min 56sec,2.604
5hours 10min,2.604
5hours 10min 4sec,2.604
5hours 10min 8sec,2.604
5hours 10min 12sec,2.604
5hours 10min 16sec,2.604
5hours 10min 20sec,2.604
5hours 10min 24sec,2.604
5hours 10min 28sec,2.604
5hours 10min 32sec,2.604
5hours 10min 36sec,2.604
5hours 10min 40sec,2.604
5hours 10min 44sec,2.604
5hours 10min 48sec,2.604
5hours 10min 52sec,2.604
5hours 10min 56sec,2.604
5hours 11min,2.604
5hours 11min 4sec,2.604
5hours 11min 8sec,2.604
